dataset,id,fp_sol,Address,SolidityVersion,property,SWC,DASP
JiuZhou,byte[],f4f5521d8231f09f5145a06c6e55315f,,0.6.2,['byte[]'],[],[]
JiuZhou,MissConstructor1,84eed6d15252786519030e276969c245,,0.6.2,['Write the wrong constructor name'],[118],[2]
JiuZhou,ImplicitVisibility1,ca4118c3ab32b2aed6bf817b4bafdee3,,0.6.2,['Implicit visibility level'],[108],[]
JiuZhou,IntegerSignednessError,f8d239d0de68cced8a4df21d91396edb,,0.6.2,['Integer signedness'],[999],[3]
JiuZhou,MissConstructor,730f512b4e7a90ffb1776a2edd87101b,,0.4.26,['Write the wrong constructor name'],[118],[2]
JiuZhou,ArbitraryFunctionType,505345e7fb02a545f62026df5b7ae895,,0.5.16,['Any type of specified function variable'],[127],[]
JiuZhou,NestedCall,68f13a52f8cf87ea0cb8d5d94ca1ca9b,,0.6.2,['DOS by gaslimit'],[128],[5]
JiuZhou,ArbitraryWrite,91a61edc3f95d893a95cc83f31e2c85f,,0.6.2,['Storage overlap attack'],[124],[2]
JiuZhou,badProxy,1ff0e80d13c4b745b35c863a71f92e50,,0.6.2,['The call address or data are externally controlled'],[112],[2]
JiuZhou,AssertError,bfde15c487502cceddb4c4778e3e6ec7,,0.6.2,['Improper use of assert'],[110],[]
JiuZhou,BarRequireError,03d0baf5a3e31dda5d1efe05d40658d8,,0.6.2,['Improper use of require'],[123],[]
JiuZhou,BobAnswer,df10621383b581bfcba0b0ba59b5968f,,0.6.2,['Forced accept ethers'],[132],[]
JiuZhou,ConstBalanceInLoop,a643d34bfd7cff34c3eb49200efc0206,,0.6.2,['Invariant in loop'],[],[]
JiuZhou,DangerousRandomNumbers,6a08c4751470fa5406cf416acf404220,,0.6.2,['Randomness affected by miners'],[120],[6]
JiuZhou,FalseOrder,0e7d44697efe5ffbd4a6888f9254516c,,0.5.16,['Incorrect inheritance order'],[125],[]
JiuZhou,badTxorigin,cf25cfeec2c994df5c0da571fdc57328,,0.6.2,['Txorigin for authentication'],[115],[2]
JiuZhou,deleteDynamic,9e60d542b54aa9ae929337976d91d690,,0.6.2,['Removes dynamic array elements'],[],[]
JiuZhou,deleteDynamicArray,2d516f3e19729be9001860c518474022,,0.6.2,['DOS by gaslimit'],[128],[5]
JiuZhou,deprecated,5436a080bd0e6bb074c165d6d7b8cba4,,0.4.26,['Use deprecated built-in symbols'],[111],[]
JiuZhou,GuessNumber,32e4857e9226cfd10b25785bf4129234,,0.6.2,['Right-To-Left-Overridecontrolcharacter (U+202E)'],[130],[]
JiuZhou,HardCodeAddress,4198b0cc758eb6af1b8bedbd4ed4253e,,0.6.2,['DOS by non-existent address or contract'],[113],[5]
JiuZhou,dowhileContinue,f0765707dffab55d365be3234f36686e,,0.4.26,['continue in do-while'],[],[]
JiuZhou,privateModifier,ec3daf7826176e1719af886afdc202fd,,0.6.2,['Public data'],[136],[]
JiuZhou,approve,86b74ca754fe81a08555649dff7e67e7,,0.6.2,['Transaction order dependence'],[114],[7]
JiuZhou,complexFallback,240a616e476949c576890ec80badfc2f,,0.6.2,['Complex fallback function'],[],[5]
JiuZhou,replayAttack2,91ccd3e999b8b46d20346233a4bf94ee,,0.6.2,['Replay attack'],[117],[2]
JiuZhou,HashCollision,d75ee0879c759e14e2c1c0553dd5f148,,0.6.2,['Hash Collisions With Multiple Variable Length Arguments'],[133],[]
JiuZhou,ImmutableConstant,2ad455fca27f80c82c8003151942be9a,,0.6.2,['Invariant is not declared constant'],[],[]
JiuZhou,ImplicitVisibility,b693081356bb432754f33a022e3a842f,,0.4.26,['Implicit visibility level'],[108],[]
JiuZhou,Overflow,6729294c7f924f186f54baf301a743af,,0.6.2,['integer overflow and underflow'],[101],[3]
JiuZhou,Overwhelming,102a618824753eaad17a77509c445010,,0.6.2,['DOS by non-existent address or contract'],[113],[5]
JiuZhou,PreSentEther,a89df95beb41ba9c1d14b6eae1f99a5a,,0.6.2,['Pre-sent ether'],[132],[]
JiuZhou,PushButNoPull,b0f34ed474d95b0acea675f02f9d3661,,0.6.2,['DOS by non-existent address or contract'],[113],[5]
JiuZhou,RevertError,e41c59a4fffd06867b4622dc84f6227f,,0.6.2,['Improper use of revert'],[],[]
JiuZhou,SigWrongPara,1ba89f80d689bee67f579860b18bd57f,,0.6.2,['Signature with wrong parameter'],[],[]
JiuZhou,SplitReentrant,424c69bd0b1d3c4d153c99eddce01b27,,0.6.2,['Re-entrancy vulnerability'],[107],[1]
JiuZhou,SuicideEasily,2b1691f078e8931c315246fed178def2,,0.6.2,['Suicidal contract'],[106],[2]
JiuZhou,UncappedVersion,0577326ac4a685c6148dde8eac56236f,,0.4.21,['Unlimited compiler versions'],[103],[]
JiuZhou,UncappedVersion1,9418c9859cbec47ca68d1b54a9e8c7ab,,0.4.21,['Unlimited compiler versions'],[103],[]
JiuZhou,UninitStorage,0970ec7cf5331089986386e015e189a9,,0.4.26,['Uninitialized storage variable'],[109],[]
JiuZhou,badDelegate,fecaf839766fc72798f0a61f3179f5f3,,0.6.2,['The call address or data are externally controlled'],[112],[2]
JiuZhou,hiddenSymbol,66c46209cfe6de4b1fe253c06763b809,,0.6.2,['Hidden built-in symbols'],[],[]
JiuZhou,infiniteLoop,a7c4c78a08253d3b97a58085b3f2670d,,0.6.2,['DOS by gaslimit'],[128],[5]
JiuZhou,integerDivision,b66f5be274cc890909aa842c47d99652,,0.6.2,['Integer division'],[999],[3]
JiuZhou,lockedMoney,0613172bdabca2110b68a474022387b6,,0.6.2,['Locked money'],[997],[]
JiuZhou,privatePass,d5d543680c59c1f491a84bdb89c0a65a,,0.6.2,['Non-public variables are accessed by public or external function'],[136],[]
JiuZhou,prodigal,82ea737c40b789654430a99df7e6247c,,0.6.2,['Wasteful contract'],[105],[2]
JiuZhou,re-entrancy,f26ed098ddfa730dd9cebaaaab1bceac,,0.6.2,['Re-entrancy vulnerability'],[107],[1]
JiuZhou,replayAttack1,a55fc952b9b88bc6b2132fefa5bec42a,,0.6.2,['Replay attack'],[117],[2]
JiuZhou,returnInCons,2c56aaa9755a0ec3fa4cc690269414a8,,0.6.2,['Use assembly code return in the constructor'],[996],[]
JiuZhou,shadowingState,1cf4ed67642a496429b5e106368e4a23,,0.5.16,['Hide state variables'],[119],[]
JiuZhou,shortAddressAttack,05a16bca48750b9ea9e52f8412b4cf63,,0.6.2,['Short address attack'],[995],[9]
JiuZhou,simpleDAO,cbe4e1a3be73b3d3cb151202c48ea35b,,0.6.2,['Re-entrancy vulnerability'],[107],[1]
JiuZhou,timeDependence,816d6a19201b207309c5dbecfa2d7df6,,0.6.2,['Time affected by miners'],[116],[8]
JiuZhou,timeDependence1,d62613474ea7ae298987886ba3abd065,,0.6.2,['Time affected by miners'],[116],[8]
JiuZhou,tooManyDigits,cba789d9d45cf0a702b75e4cb9ca5d88,,0.6.2,['too many digits'],[],[]
JiuZhou,truncationError,feda1a884bec87a72f8908de8e4e6bc4,,0.6.2,['Integer truncation'],[999],[3]
JiuZhou,underFlow,9c2be4429af8b87a8f2503f359c2f35f,,0.6.2,['integer overflow and underflow'],[101],[3]
JiuZhou,unhandledException,d0e1632558ed52d924beb975f8c8bfcb,,0.6.2,['Unhandled exceptions'],[104],[4]
JiuZhou,uninitLocalVar,24e275cd428302d00544503d940ffdd0,,0.6.2,['Uninitialized local variables'],[],[]
JiuZhou,uninitStateVar,8af84449b0a1b225c9bbc6667028f723,,0.6.2,['Uninitialized state variables'],[109],[]
JiuZhou,unstandardERC20,5b95163f116e90cfe702a5e6aa99a04e,,0.6.2,['Nonstandard token interface'],[],[]
JiuZhou,unstandardERC721,984a0864d656cc2eb6127ae45e35f72b,,0.5.16,['Nonstandard token interface'],[],[]
JiuZhou,untrusted View and Constant,444702f3cb9069ca641b13c121b3ec93,,0.4.26,['Change the contract status in the view or constant function'],[],[]
JiuZhou,varIsNotSafe,3b9d14aa628910698c544f9ae3162922,,0.4.26,['DOS by gaslimit'],[128],[5]
JiuZhou,wrongName,ef2cd59c2cd5a53ead775833d6320ea7,,0.6.2,['Non-standard naming'],[],[]
JiuZhou,wrongOpe,8d493331742f4b9dc41130baa5fafd4d,,0.4.26,['Wrong operator'],[129],[]
